entity_id,person_name,role_or_category,dynasty_or_period,doc_id,page_number,context_snippet,confidence
person_145c155c6deba3,赵郁森,主任,,swhgz_f4a9a18a5f20,405,副 组 长：宋祥林 王 宇 吴保印 成 员：赵郁森 朱国志 郑光湖 鲁年生 曹厚苗 储海燕 办公室主任：赵郁森 卫 编 员 单 《岳西 生志》 纂人 名 总 编：汪一江 副 总 编：储著忠 总编助理：,high
person_e7c8e10e712ec6,刘廷槐,纂修,清,swhgz_842a00b22f4b,1,安徽历代方志丛书 来安县志 （清）刘廷槐纂修 余培森修订 来安县地方志办公室 黄山书社,high
person_79e5bd6a2ad4fd,田唯谦,顾问,,swhgz_842a00b22f4b,4,4 安徽省旧志整理出版委员会成员 顾 问：田唯谦 谢广祥 崔厚贤 主 任：朱文根 副主任：王宜斌 莫 欣 诸伟奇 易向军 委 员：钱金喜 左克诚 张曦仲 葛 政 张国清,high
person_06aa241bc23de1,谢广祥,顾问,,swhgz_842a00b22f4b,4,4 安徽省旧志整理出版委员会成员 顾 问：田唯谦 谢广祥 崔厚贤 主 任：朱文根 副主任：王宜斌 莫 欣 诸伟奇 易向军 委 员：钱金喜 左克诚 张曦仲 葛 政 张国清,high
person_b62da0be6bc9f2,崔厚贤,顾问,,swhgz_842a00b22f4b,4,4 安徽省旧志整理出版委员会成员 顾 问：田唯谦 谢广祥 崔厚贤 主 任：朱文根 副主任：王宜斌 莫 欣 诸伟奇 易向军 委 员：钱金喜 左克诚 张曦仲 葛 政 张国清,high
person_979fa9cb079786,朱文根,主任,,swhgz_842a00b22f4b,4,4 安徽省旧志整理出版委员会成员 顾 问：田唯谦 谢广祥 崔厚贤 主 任：朱文根 副主任：王宜斌 莫 欣 诸伟奇 易向军 委 员：钱金喜 左克诚 张曦仲 葛 政 张国清 殷玉林 卢 刚,high
person_79ddf3d806ef74,王宜斌,副主任,,swhgz_842a00b22f4b,4,4 安徽省旧志整理出版委员会成员 顾 问：田唯谦 谢广祥 崔厚贤 主 任：朱文根 副主任：王宜斌 莫 欣 诸伟奇 易向军 委 员：钱金喜 左克诚 张曦仲 葛 政 张国清 殷玉林 卢 刚 和宝友 李长凤 张祥林 张启华 李祖鑫 张,high
person_7eb83b79171681,莫欣,副主任,,swhgz_842a00b22f4b,4,4 安徽省旧志整理出版委员会成员 顾 问：田唯谦 谢广祥 崔厚贤 主 任：朱文根 副主任：王宜斌 莫 欣 诸伟奇 易向军 委 员：钱金喜 左克诚 张曦仲 葛 政 张国清 殷玉林 卢 刚 和宝友 李长凤 张祥林 张启华 李祖鑫 张,high
person_06651d3ac3df91,诸伟奇,副主任,,swhgz_842a00b22f4b,4,4 安徽省旧志整理出版委员会成员 顾 问：田唯谦 谢广祥 崔厚贤 主 任：朱文根 副主任：王宜斌 莫 欣 诸伟奇 易向军 委 员：钱金喜 左克诚 张曦仲 葛 政 张国清 殷玉林 卢 刚 和宝友 李长凤 张祥林 张启华 李祖鑫 张,high
person_37204f5becc0c3,易向军,副主任,,swhgz_842a00b22f4b,4,4 安徽省旧志整理出版委员会成员 顾 问：田唯谦 谢广祥 崔厚贤 主 任：朱文根 副主任：王宜斌 莫 欣 诸伟奇 易向军 委 员：钱金喜 左克诚 张曦仲 葛 政 张国清 殷玉林 卢 刚 和宝友 李长凤 张祥林 张启华 李祖鑫 张,high
person_a4eae84110865d,钱金喜,委员,,swhgz_842a00b22f4b,4,员会成员 顾 问：田唯谦 谢广祥 崔厚贤 主 任：朱文根 副主任：王宜斌 莫 欣 诸伟奇 易向军 委 员：钱金喜 左克诚 张曦仲 葛 政 张国清 殷玉林 卢 刚 和宝友 李长凤 张祥林 张启华 李祖鑫 张克锁 杨维发 李剑军 汪富贵 王志平 邓建设 李新,high
person_29720f15c8b1ab,左克诚,委员,,swhgz_842a00b22f4b,4,员会成员 顾 问：田唯谦 谢广祥 崔厚贤 主 任：朱文根 副主任：王宜斌 莫 欣 诸伟奇 易向军 委 员：钱金喜 左克诚 张曦仲 葛 政 张国清 殷玉林 卢 刚 和宝友 李长凤 张祥林 张启华 李祖鑫 张克锁 杨维发 李剑军 汪富贵 王志平 邓建设 李新,high
person_92cba114cac59c,张曦仲,委员,,swhgz_842a00b22f4b,4,员会成员 顾 问：田唯谦 谢广祥 崔厚贤 主 任：朱文根 副主任：王宜斌 莫 欣 诸伟奇 易向军 委 员：钱金喜 左克诚 张曦仲 葛 政 张国清 殷玉林 卢 刚 和宝友 李长凤 张祥林 张启华 李祖鑫 张克锁 杨维发 李剑军 汪富贵 王志平 邓建设 李新,high
person_7f1dec7cba3058,葛政,委员,,swhgz_842a00b22f4b,4,员会成员 顾 问：田唯谦 谢广祥 崔厚贤 主 任：朱文根 副主任：王宜斌 莫 欣 诸伟奇 易向军 委 员：钱金喜 左克诚 张曦仲 葛 政 张国清 殷玉林 卢 刚 和宝友 李长凤 张祥林 张启华 李祖鑫 张克锁 杨维发 李剑军 汪富贵 王志平 邓建设 李新,high
person_0a437f465bed7a,张国清,委员,,swhgz_842a00b22f4b,4,员会成员 顾 问：田唯谦 谢广祥 崔厚贤 主 任：朱文根 副主任：王宜斌 莫 欣 诸伟奇 易向军 委 员：钱金喜 左克诚 张曦仲 葛 政 张国清 殷玉林 卢 刚 和宝友 李长凤 张祥林 张启华 李祖鑫 张克锁 杨维发 李剑军 汪富贵 王志平 邓建设 李新,high
person_03aa3ad5de29ae,王宜斌,主任,,swhgz_842a00b22f4b,4,克锁 杨维发 李剑军 汪富贵 王志平 邓建设 李新民 李益保 《安徽历代方志丛书》编审室成员 主 任：王宜斌 副主任：钱金喜,high
person_52512ebf20b340,钱金喜,副主任,,swhgz_842a00b22f4b,4,军 汪富贵 王志平 邓建设 李新民 李益保 《安徽历代方志丛书》编审室成员 主 任：王宜斌 副主任：钱金喜,high
person_b8f16284105885,张有志,主任,,swhgz_842a00b22f4b,5,5 来安县旧志整理委员会成员 主 任：张有志 副主任：高怀忠 周忠友 魏晓雁 高学发 胡炳成 顾 问：胡先德 成 员：陈宏英 张 维 周伦昌 陈宝国,high
person_24d060c580220a,高怀忠,副主任,,swhgz_842a00b22f4b,5,5 来安县旧志整理委员会成员 主 任：张有志 副主任：高怀忠 周忠友 魏晓雁 高学发 胡炳成 顾 问：胡先德 成 员：陈宏英 张 维 周伦昌 陈宝国 王德聪 来安县旧志点校人员 景 刚,high
person_bad132af141ea6,周忠友,副主任,,swhgz_842a00b22f4b,5,5 来安县旧志整理委员会成员 主 任：张有志 副主任：高怀忠 周忠友 魏晓雁 高学发 胡炳成 顾 问：胡先德 成 员：陈宏英 张 维 周伦昌 陈宝国 王德聪 来安县旧志点校人员 景 刚,high
person_d032c2789a9b78,魏晓雁,副主任,,swhgz_842a00b22f4b,5,5 来安县旧志整理委员会成员 主 任：张有志 副主任：高怀忠 周忠友 魏晓雁 高学发 胡炳成 顾 问：胡先德 成 员：陈宏英 张 维 周伦昌 陈宝国 王德聪 来安县旧志点校人员 景 刚,high
person_3ebb68ef12f2be,高学发,副主任,,swhgz_842a00b22f4b,5,5 来安县旧志整理委员会成员 主 任：张有志 副主任：高怀忠 周忠友 魏晓雁 高学发 胡炳成 顾 问：胡先德 成 员：陈宏英 张 维 周伦昌 陈宝国 王德聪 来安县旧志点校人员 景 刚,high
person_3772dee2afe632,胡炳成,副主任,,swhgz_842a00b22f4b,5,5 来安县旧志整理委员会成员 主 任：张有志 副主任：高怀忠 周忠友 魏晓雁 高学发 胡炳成 顾 问：胡先德 成 员：陈宏英 张 维 周伦昌 陈宝国 王德聪 来安县旧志点校人员 景 刚,high
person_13984655301e89,胡先德,顾问,,swhgz_842a00b22f4b,5,5 来安县旧志整理委员会成员 主 任：张有志 副主任：高怀忠 周忠友 魏晓雁 高学发 胡炳成 顾 问：胡先德 成 员：陈宏英 张 维 周伦昌 陈宝国 王德聪 来安县旧志点校人员 景 刚 曹小云 胡先德,high
person_6f30f8aa2d1d45,胡炳成,责任编辑,,swhgz_842a00b22f4b,5,德聪 来安县旧志点校人员 景 刚 曹小云 胡先德 胡炳成 来安县旧志编审人员 责任编辑：胡炳成 审 稿：余国庆,high
person_1876793158ea74,余国庆,审稿,,swhgz_842a00b22f4b,5,县旧志点校人员 景 刚 曹小云 胡先德 胡炳成 来安县旧志编审人员 责任编辑：胡炳成 审 稿：余国庆,high
person_d21c18ccb9bf52,任命官员,委员,,swhgz_842a00b22f4b,439,指城墙。 ②宸聪：帝王的听察。宸：北极星所在，借用为帝王所居，又引申为王位、帝王。 俞允：帝王允许臣下的请求。委员：任命官员。相视：接连、连续。 ③共矢：朝一个目标。矢：箭。和衷：同心。 ④奇：多出。视旧制有加：比旧有的规模扩大了。,high
person_0c51274bab3dd0,张海鹏,顾问,,swhgz_321865661e46,1,枞阳志——一。凡例及概述 枞阳志 《枞阳县志》现任编纂机构、人员及审定单位 枞阳县地方志编纂委员会 顾 问：张海鹏 龙仲文 梅森 主 修：杨维东 主 任：徐江华 副主任：周学雄 何宗华 吴学熙 疏 获 委 员：殷金福 许正发 杨平 陈新苗 许范,high
person_1b1ca67827917c,龙仲文,顾问,,swhgz_321865661e46,1,枞阳志——一。凡例及概述 枞阳志 《枞阳县志》现任编纂机构、人员及审定单位 枞阳县地方志编纂委员会 顾 问：张海鹏 龙仲文 梅森 主 修：杨维东 主 任：徐江华 副主任：周学雄 何宗华 吴学熙 疏 获 委 员：殷金福 许正发 杨平 陈新苗 许范,high
person_21a494bde4b6f0,梅森,顾问,,swhgz_321865661e46,1,枞阳志——一。凡例及概述 枞阳志 《枞阳县志》现任编纂机构、人员及审定单位 枞阳县地方志编纂委员会 顾 问：张海鹏 龙仲文 梅森 主 修：杨维东 主 任：徐江华 副主任：周学雄 何宗华 吴学熙 疏 获 委 员：殷金福 许正发 杨平 陈新苗 许范,high
person_27e7f4dbcf5d73,主修,顾问,,swhgz_321865661e46,1,枞阳志——一。凡例及概述 枞阳志 《枞阳县志》现任编纂机构、人员及审定单位 枞阳县地方志编纂委员会 顾 问：张海鹏 龙仲文 梅森 主 修：杨维东 主 任：徐江华 副主任：周学雄 何宗华 吴学熙 疏 获 委 员：殷金福 许正发 杨平 陈新苗 许范,high
person_99f64cb0eb7b41,徐江华,主任,,swhgz_321865661e46,1,县志》现任编纂机构、人员及审定单位 枞阳县地方志编纂委员会 顾 问：张海鹏 龙仲文 梅森 主 修：杨维东 主 任：徐江华 副主任：周学雄 何宗华 吴学熙 疏 获 委 员：殷金福 许正发 杨平 陈新苗 许范春 江道祥 周正平 王传杰 张复林,high
person_a46c0c77e733cc,殷金福,委员,,swhgz_321865661e46,1,会 顾 问：张海鹏 龙仲文 梅森 主 修：杨维东 主 任：徐江华 副主任：周学雄 何宗华 吴学熙 疏 获 委 员：殷金福 许正发 杨平 陈新苗 许范春 江道祥 周正平 王传杰 张复林 王鹤松 王建国 刘诚 夏晓华 孔祥彪 方新元 枞阳县地方志编纂委员会办公室 主 任：胡志 阮虹 杨晓蕾 《枞阳县志》审定单位 中共枞阳县委员会 枞阳县人民政府 安庆市地方志编纂委员会 安徽省,high
person_2568cf6797a32b,许正发,委员,,swhgz_321865661e46,1,会 顾 问：张海鹏 龙仲文 梅森 主 修：杨维东 主 任：徐江华 副主任：周学雄 何宗华 吴学熙 疏 获 委 员：殷金福 许正发 杨平 陈新苗 许范春 江道祥 周正平 王传杰 张复林 王鹤松 王建国 刘诚 夏晓华 孔祥彪 方新元 枞阳县地方志编纂委员会办公室 主 任：胡志 阮虹 杨晓蕾 《枞阳县志》审定单位 中共枞阳县委员会 枞阳县人民政府 安庆市地方志编纂委员会 安徽省,high
person_721672497d9bf2,杨平,委员,,swhgz_321865661e46,1,会 顾 问：张海鹏 龙仲文 梅森 主 修：杨维东 主 任：徐江华 副主任：周学雄 何宗华 吴学熙 疏 获 委 员：殷金福 许正发 杨平 陈新苗 许范春 江道祥 周正平 王传杰 张复林 王鹤松 王建国 刘诚 夏晓华 孔祥彪 方新元 枞阳县地方志编纂委员会办公室 主 任：胡志 阮虹 杨晓蕾 《枞阳县志》审定单位 中共枞阳县委员会 枞阳县人民政府 安庆市地方志编纂委员会 安徽省,high
person_f2faa059ccc16d,陈新苗,委员,,swhgz_321865661e46,1,会 顾 问：张海鹏 龙仲文 梅森 主 修：杨维东 主 任：徐江华 副主任：周学雄 何宗华 吴学熙 疏 获 委 员：殷金福 许正发 杨平 陈新苗 许范春 江道祥 周正平 王传杰 张复林 王鹤松 王建国 刘诚 夏晓华 孔祥彪 方新元 枞阳县地方志编纂委员会办公室 主 任：胡志 阮虹 杨晓蕾 《枞阳县志》审定单位 中共枞阳县委员会 枞阳县人民政府 安庆市地方志编纂委员会 安徽省,high
person_03dbf0a7ac430b,许范春,委员,,swhgz_321865661e46,1,会 顾 问：张海鹏 龙仲文 梅森 主 修：杨维东 主 任：徐江华 副主任：周学雄 何宗华 吴学熙 疏 获 委 员：殷金福 许正发 杨平 陈新苗 许范春 江道祥 周正平 王传杰 张复林 王鹤松 王建国 刘诚 夏晓华 孔祥彪 方新元 枞阳县地方志编纂委员会办公室 主 任：胡志 阮虹 杨晓蕾 《枞阳县志》审定单位 中共枞阳县委员会 枞阳县人民政府 安庆市地方志编纂委员会 安徽省,high
person_0781db6c6210b0,江道祥,委员,,swhgz_321865661e46,1,会 顾 问：张海鹏 龙仲文 梅森 主 修：杨维东 主 任：徐江华 副主任：周学雄 何宗华 吴学熙 疏 获 委 员：殷金福 许正发 杨平 陈新苗 许范春 江道祥 周正平 王传杰 张复林 王鹤松 王建国 刘诚 夏晓华 孔祥彪 方新元 枞阳县地方志编纂委员会办公室 主 任：胡志 阮虹 杨晓蕾 《枞阳县志》审定单位 中共枞阳县委员会 枞阳县人民政府 安庆市地方志编纂委员会 安徽省,high
person_705e4ba8459912,周正平,委员,,swhgz_321865661e46,1,会 顾 问：张海鹏 龙仲文 梅森 主 修：杨维东 主 任：徐江华 副主任：周学雄 何宗华 吴学熙 疏 获 委 员：殷金福 许正发 杨平 陈新苗 许范春 江道祥 周正平 王传杰 张复林 王鹤松 王建国 刘诚 夏晓华 孔祥彪 方新元 枞阳县地方志编纂委员会办公室 主 任：胡志 阮虹 杨晓蕾 《枞阳县志》审定单位 中共枞阳县委员会 枞阳县人民政府 安庆市地方志编纂委员会 安徽省,high
person_c272ccc1b9a26d,王传杰,委员,,swhgz_321865661e46,1,会 顾 问：张海鹏 龙仲文 梅森 主 修：杨维东 主 任：徐江华 副主任：周学雄 何宗华 吴学熙 疏 获 委 员：殷金福 许正发 杨平 陈新苗 许范春 江道祥 周正平 王传杰 张复林 王鹤松 王建国 刘诚 夏晓华 孔祥彪 方新元 枞阳县地方志编纂委员会办公室 主 任：胡志 阮虹 杨晓蕾 《枞阳县志》审定单位 中共枞阳县委员会 枞阳县人民政府 安庆市地方志编纂委员会 安徽省,high
person_19c5e1824954ce,张复林,委员,,swhgz_321865661e46,1,会 顾 问：张海鹏 龙仲文 梅森 主 修：杨维东 主 任：徐江华 副主任：周学雄 何宗华 吴学熙 疏 获 委 员：殷金福 许正发 杨平 陈新苗 许范春 江道祥 周正平 王传杰 张复林 王鹤松 王建国 刘诚 夏晓华 孔祥彪 方新元 枞阳县地方志编纂委员会办公室 主 任：胡志 阮虹 杨晓蕾 《枞阳县志》审定单位 中共枞阳县委员会 枞阳县人民政府 安庆市地方志编纂委员会 安徽省,high
person_2aa4996bf6957d,王鹤松,委员,,swhgz_321865661e46,1,会 顾 问：张海鹏 龙仲文 梅森 主 修：杨维东 主 任：徐江华 副主任：周学雄 何宗华 吴学熙 疏 获 委 员：殷金福 许正发 杨平 陈新苗 许范春 江道祥 周正平 王传杰 张复林 王鹤松 王建国 刘诚 夏晓华 孔祥彪 方新元 枞阳县地方志编纂委员会办公室 主 任：胡志 阮虹 杨晓蕾 《枞阳县志》审定单位 中共枞阳县委员会 枞阳县人民政府 安庆市地方志编纂委员会 安徽省,high
person_0049b67a354359,王建国,委员,,swhgz_321865661e46,1,会 顾 问：张海鹏 龙仲文 梅森 主 修：杨维东 主 任：徐江华 副主任：周学雄 何宗华 吴学熙 疏 获 委 员：殷金福 许正发 杨平 陈新苗 许范春 江道祥 周正平 王传杰 张复林 王鹤松 王建国 刘诚 夏晓华 孔祥彪 方新元 枞阳县地方志编纂委员会办公室 主 任：胡志 阮虹 杨晓蕾 《枞阳县志》审定单位 中共枞阳县委员会 枞阳县人民政府 安庆市地方志编纂委员会 安徽省,high
person_43f05b5333fbab,刘诚,委员,,swhgz_321865661e46,1,会 顾 问：张海鹏 龙仲文 梅森 主 修：杨维东 主 任：徐江华 副主任：周学雄 何宗华 吴学熙 疏 获 委 员：殷金福 许正发 杨平 陈新苗 许范春 江道祥 周正平 王传杰 张复林 王鹤松 王建国 刘诚 夏晓华 孔祥彪 方新元 枞阳县地方志编纂委员会办公室 主 任：胡志 阮虹 杨晓蕾 《枞阳县志》审定单位 中共枞阳县委员会 枞阳县人民政府 安庆市地方志编纂委员会 安徽省,high
person_550c33e9290f9a,夏晓华,委员,,swhgz_321865661e46,1,会 顾 问：张海鹏 龙仲文 梅森 主 修：杨维东 主 任：徐江华 副主任：周学雄 何宗华 吴学熙 疏 获 委 员：殷金福 许正发 杨平 陈新苗 许范春 江道祥 周正平 王传杰 张复林 王鹤松 王建国 刘诚 夏晓华 孔祥彪 方新元 枞阳县地方志编纂委员会办公室 主 任：胡志 阮虹 杨晓蕾 《枞阳县志》审定单位 中共枞阳县委员会 枞阳县人民政府 安庆市地方志编纂委员会 安徽省,high
person_fe2b82b07fef1f,孔祥彪,委员,,swhgz_321865661e46,1,会 顾 问：张海鹏 龙仲文 梅森 主 修：杨维东 主 任：徐江华 副主任：周学雄 何宗华 吴学熙 疏 获 委 员：殷金福 许正发 杨平 陈新苗 许范春 江道祥 周正平 王传杰 张复林 王鹤松 王建国 刘诚 夏晓华 孔祥彪 方新元 枞阳县地方志编纂委员会办公室 主 任：胡志 阮虹 杨晓蕾 《枞阳县志》审定单位 中共枞阳县委员会 枞阳县人民政府 安庆市地方志编纂委员会 安徽省,high
person_d14b3a4ce75131,方新元,委员,,swhgz_321865661e46,1,会 顾 问：张海鹏 龙仲文 梅森 主 修：杨维东 主 任：徐江华 副主任：周学雄 何宗华 吴学熙 疏 获 委 员：殷金福 许正发 杨平 陈新苗 许范春 江道祥 周正平 王传杰 张复林 王鹤松 王建国 刘诚 夏晓华 孔祥彪 方新元 枞阳县地方志编纂委员会办公室 主 任：胡志 阮虹 杨晓蕾 《枞阳县志》审定单位 中共枞阳县委员会 枞阳县人民政府 安庆市地方志编纂委员会 安徽省,high
person_0a0963a1defd1d,张铉,纂修,元,swhgz_4ce3b5c5c31c,15,四库总目提要》说它“援据该洽，条理详明，凡所考辨，俱见典核”，都可称为的评。 （张乃格） 金陵新志 十五卷／（元）张铉纂修·—元至正4年（1344）刻本；明正德15年（1520）补刻本；民国37年（1948）南京市通志馆《南京文献》,high
person_caaaaf52f4239c,于成龙,纂修,清,swhgz_4ce3b5c5c31c,16,》为最多。亦不著艺文志，而仅于《摭佚》中列举部分金石，一蹈《金陵新志》复辙。 （时觉非） 江宁府志 四十卷／（清）于成龙纂修·—清康熙22年（1683）刻本，精抄本。——已残。今存卷3～29、34～40。刻本藏北京图书馆，《中国地方志,high
person_d4b1e966ce459d,缪荃孙,编,民国,swhgz_4ce3b5c5c31c,21,颇详。唯该湖得名于古女子莫愁，莫愁多传说，全国多处有之，附会之处就在所难免了。 （吴福林） 秦淮广记 三卷／（民国）缪荃孙编纂·—民国13年（1924）上海商务印书馆铅印本。——《中国地方志联合目录》未著录。秦淮在今南京城区南部，以秦,high
person_fded04017aad69,唐开陶等,纂修,清,swhgz_4ce3b5c5c31c,28,略矣，斯固无可述者”，也可见出编者秉笔直书的可贵史德和科学严谨的治学态度。 （张冠星） 上元县志 二十四卷／（清）唐开陶等纂修·—清康熙60年（1721）刻本；抄本。 开陶，字晋公，四川遂宁人，康熙25年来任上元知县。上元县志，一修于明,high
person_2a6b857bb661df,袁枚,纂修,清,swhgz_4ce3b5c5c31c,30,以“未能悉辨”，故“仅依前志”，这对于无把握而强为之说，庶可免于以讹传讹。 （张乃格） 江宁新志 二十六卷／（清）袁枚纂修·—清乾隆13年（1748）刻本；抄本。 枚（1716—1798），字子才，号简斋，晚号随园老人，清浙江钱塘县,high
person_0e4a2ae7f99396,郎廷泰,纂修,清,swhgz_4ce3b5c5c31c,33,赋日繁一日，土日瘠一日，民日敝一日”，揭露当时的社会弊病，也直率而深刻。 （张乃格） 重修江浦县新志 八卷／（清）郎廷泰纂修·—清康熙24年（1685）刻本，抄本。 廷泰，字埋圃，清仁和（今浙江杭州）人，康熙22年由贡监来任江浦知县。,high
person_cb2ba38a916bc7,项维正等,纂修,清,swhgz_4ce3b5c5c31c,33,耕织，不事末作，虽习俗稍漓而淳风未泯”，止30字，而且所记重点，在于“新”字。 （张乃格） 江浦县志 八卷／（清）项维正等纂修·—清雍正4年（1726）刻本，清乾隆年间修锓本。 维正，字端伯，号干亭，嘉兴县人，举人，康熙56年（1717,high
person_b87b60cf7f2ee6,顿锐,纂修,明,swhgz_4ce3b5c5c31c,41,相当。邓埠而下便是溧阳，是皆旱道水道亦良。 ”朗朗上口，便于记诵。 （倪 波 郑建明） 【佚志】 高淳县志 （明）顿锐纂修。明正德9年（1514）修。 锐，字叔养，明涿州右卫（今河北涿鹿县）人。正德进士。历户部主事，累官代府右长史。,high
person_5ae29e12e0948e,吴熙,编,清,swhgz_4ce3b5c5c31c,50,·—稿本；抄本。——稿本藏无锡图书馆，抄本藏北京图书馆。记元明邑事多，记事至清雍正间。 锡金乡土地理 八卷／（清）吴熙编·—抄本。——藏南京图书馆。 开化志 二卷／（清）王抱承撰·—清康熙间抄本。——藏无锡图书馆。已残，存上卷。,high
person_e56867b03cc099,颜瑄,纂修,明,swhgz_4ce3b5c5c31c,56,园池、井泉，陂堰、景物、宦绩、人物、仙释、杂志、诗文。首列陈贽《序》、目录。 （程云鹤） 江阴志 三十二卷／（明）颜瑄纂修。 瑄，字宝之，颜泽之孙，江阴人。明成化2年（1466）进士，官至户部主事，著有《一庵诗钞》。此志成于颜瑄未中,high
person_da3c67c7deade3,罗辅等,纂修,明,swhgz_4ce3b5c5c31c,57,江阴志 （明）罗辅等纂修。 辅，江西泰和人，学尹。于弘治7年（1494）游学来江阴，应知县黄傅之请纂修是篇。此书对旧志有所补遗正舛，削,high
person_a1f61e0b342aa4,宋骥,纂修,明,swhgz_4ce3b5c5c31c,60,梁浅，天寒梦泽深 羊公碑尚在，读罢泪沾襟 《江苏旧方志提要》 （二） 徐复、季文通 主编 彭城志 十九卷／（明）宋骥纂修·—明抄本。——徐州古称彭城，辖境相当于今之徐州市区及铜山县，丰县、沛县和安徽省萧县、砀山县。 骥，生卒不详，,high
person_57d1a9df6e1b9d,姚应龙,纂修,明,swhgz_4ce3b5c5c31c,61,政》离析，陈光贻《稀见地方志提要》谓其“虽符史法 用之不善，反足为全体之累”。 （赵明奇） 徐州志 六卷／（明）姚应龙纂修·—明万历5年（1577）刻本。 应龙，浙江慈溪人，万历2年始任萧县教谕。协修者严淮，砀山县教谕，云南大理人，,high
person_838d092eaab0b9,姜焯,纂修,清,swhgz_4ce3b5c5c31c,62,徐州志 三十六卷／（清）姜焯纂修·—清康熙61年（1722）刻本。 焯，山东昌邑人，康熙51年始任徐州知州，下车即览方志，以为“徐虽一郡，实关,high
person_f536f9ea4e5a7e,尹梓,纂修,明,swhgz_4ce3b5c5c31c,64,篇目设置条析细致，检索便利。舆图依1922年江苏陆军测量局地图影绘，也清楚实用。 （赵明奇） 丰县志 二卷／（明）尹梓纂修，（明）孔道源增补·—明隆庆3年（1569）刻本，明万历末年增刻本，丰县志办公室、丰县档案局1985年铅印注释,high
person_7e0f42729642aa,卢世昌,纂修,清,swhgz_4ce3b5c5c31c,65,僭拟正史，颇有识见，但又因“鉴于诸志之例”，“不得不约略书之”诚为可惜。 （赵明奇） 丰县志 十六卷首一卷／（清）卢世昌纂修·—清乾隆24年（1759）刻本；清道光3年（1823）德丰增修本。 世昌，字絅斋，贵州普安人，乾隆19年进士,high
person_a5a2bc59af8a48,姚鸿杰等,纂修,清,swhgz_4ce3b5c5c31c,65,天恩”，所载皆朝廷诏书一类，并非本县之事，于志书的地方特色大有妨碍。 （赵明奇） 续修丰县志 十六卷首一卷／（清）姚鸿杰等纂修·—清光绪20年（1894）刻本。 鸿杰，山东巨野人，先后两次就任丰县知县。光绪11年首次到任即与学官何澧塘召,high
person_446a1acc5e8b0f,侯绍瀛,纂修,清,swhgz_4ce3b5c5c31c,67,沛县志 十六卷／（清）侯绍瀛纂修·—清光绪16年（1890）年刻本。——残2卷：卷1～2，抄配：卷4、6、8～9。 绍瀛，字东洲，清广西临桂（,high
person_9a923a6e6b2a91,史能之,纂修,宋,swhgz_4ce3b5c5c31c,71,2辑《前言》曰：“解放前夕，还有朱德备先生组织编修的县志稿，迄今未询见着落。” （赵明奇） 毗陵志 三十卷／（宋）史能之纂修·—宋咸淳4年（1268）刻本；元延祐丁巳年（1317年）李敏之重刻本，明初刻本，清嘉庆25年（1820）赵怀,high
person_da5510ba9fdc41,张恺,纂修,明,swhgz_4ce3b5c5c31c,72,》中曾称此志体例“颇为允当”。不足之处是人物类首列“帝系”，未免过于牵强。 （杨 欣） 常州府志续集 八卷／（明）张恺纂修·—明正德8年（1513）刻本，1983年台北成文出版社《中国方志丛书》据正德刻本影印本，民国江安傅氏藏园抄正,high
person_d3593012fd7890,邹补之,纂修,宋,swhgz_4ce3b5c5c31c,74,地纪胜》约成书于南宋理宗宝庆3年（1227），故该志成书时间应于宝庆3年以前。 （杨 欣） 毗陵志 十二卷／（宋）邹补之纂修。 补之，字公兖，宋开化（浙江开化县）人，宋淳熙间进士，官江宁通判、从政郎，淳熙12年（1185）7月任常州教,high
person_da3228fbb263a1,李瑞钟,纂修,清,swhgz_4ce3b5c5c31c,74,9～1470）纂辑《重修毗陵志》时，曾经以之作为参考，余未详。 （纪燕秋） 【附存目】 常州府志 六十八卷／（清）李瑞钟纂修。 据1958年版朱士嘉编《中国地方志综录》（增订本）载：“《常州府志》，68卷，李瑞钟纂修，清光绪8年版本。,high
person_f56df410a9536f,郭毓秀,纂修,清,swhgz_4ce3b5c5c31c,78,金坛县志 十六卷／（清）郭毓秀纂修·—清康熙22年（1683）刻本。 毓秀，陕西耀州人，清举人，康熙20年6月任金坛知县。此志即修于毓秀在任期间,high
person_42f57130b56245,徐一经,纂修,清,swhgz_4ce3b5c5c31c,79,前，人材、贡赋，役产之等晔于几案”，且“皆四方所未闻而史牒所未备也”。 （王 宏） 溧阳县志 十四卷首一卷／（清）徐一经纂修·—清康熙6年（1667）刻本。——《中国地方志联合目录》首一卷未著录。 一经，字履常，湖北江陵人，举人，康熙,high
person_0618009cd9db55,赵利,纂修,宋,swhgz_4ce3b5c5c31c,80,力辨其非；卷16《杂类志》“补遗”目，共补旧志所缺近200条，可谓后出转精。 （张乃格） 【佚志】 溧阳志 （宋）赵利纂修。 利，字廓夫，宋乾道8年（1172）知溧阳县事，编成此志元《至正金陵新志》疆域、民俗、古迹、人物等引此志多处,high
person_b08d6a034a4b11,翁澍,纂修,清,swhgz_4ce3b5c5c31c,86,，较为切合当地特点。《杂记》记乡村、渡口、桥梁、湾港、洲矶等名，亦与他志不同。 （叶瑞宝） 具区志 十六卷／（清）翁澍纂修·—康熙28年 《1689）刻本。——具区，太湖别称。 翁澍，字季霖，号胥母山人，清吴县洞庭东山人。早年师队吴,high
